Relatedness	AMS
unrelated	5296
unrelated	5093
unrelated	5147
unrelated	5380
unrelated	5220
unrelated	5105
unrelated	5205
unrelated	5014
unrelated	5017
unrelated	5012
unrelated	5300
unrelated	5123
unrelated	5220
unrelated	5248
unrelated	4891
unrelated	5150
unrelated	5130
unrelated	5268
unrelated	5363
unrelated	5177
unrelated	4973
unrelated	5074
unrelated	5065
unrelated	5046
unrelated	5396
unrelated	5126
unrelated	5502
unrelated	4937
unrelated	4782
unrelated	5054
unrelated	4981
unrelated	5260
unrelated	4969
unrelated	5039
unrelated	5270
unrelated	4981
unrelated	5005
unrelated	5132
unrelated	4990
unrelated	4969
unrelated	5210
unrelated	5431
unrelated	5279
unrelated	5380
unrelated	5230
unrelated	5046
unrelated	4943
unrelated	5179
unrelated	5055
unrelated	5150
unrelated	4953
unrelated	4971
unrelated	5213
unrelated	5026
unrelated	5097
unrelated	5201
unrelated	5424
unrelated	5093
unrelated	5238
unrelated	5257
unrelated	4964
unrelated	4988
unrelated	4942
unrelated	5156
unrelated	5059
unrelated	5240
unrelated	5136
unrelated	5027
unrelated	5103
unrelated	4960
unrelated	5103
unrelated	5107
unrelated	5060
unrelated	4852
unrelated	5070
unrelated	5147
unrelated	5149
unrelated	5114
unrelated	5311
unrelated	5276
unrelated	5107
unrelated	5053
unrelated	5367
unrelated	5346
unrelated	5153
unrelated	5002
unrelated	5087
unrelated	5303
unrelated	5102
unrelated	5126
unrelated	5226
unrelated	5244
unrelated	4925
unrelated	5576
unrelated	5095
unrelated	5198
unrelated	4968
unrelated	5146
unrelated	5357
unrelated	5283
unrelated	5146
unrelated	5581
unrelated	5166
unrelated	5207
unrelated	5076
unrelated	4990
unrelated	5243
unrelated	5149
unrelated	5144
unrelated	5430
unrelated	5145
unrelated	5194
unrelated	5370
unrelated	5161
unrelated	5235
unrelated	5381
unrelated	5291
unrelated	5277
unrelated	5095
related	3379
related	3298
related	3276
related	3230
related	3194
related	3398
related	4330
related	3626
related	3045
related	3159
related	2957
related	3417
related	3150
related	3422
related	3471
related	3412
related	3173
related	4179
related	3454
related	3445
related	3327
related	3294
related	3211
related	3070
related	3310
related	3022
related	3507
related	3280
related	3399
related	3439
related	3354
related	3490
related	3307
related	3674
related	3345
related	3268
related	3342
related	3285
related	3518
related	3319
related	3541
related	3339
related	3102
related	3221
related	3288
related	2801
related	2771
related	3340
related	3440
related	3018
related	3305
related	3411
related	3373
related	3246
related	3047
related	3054
related	3074
related	2800
related	3342
related	3360
related	3219
related	3550
related	3369
related	3315
related	3312
related	3620
related	3277
related	3165
related	3149
related	3267
related	3453
related	2953
related	3284
related	3242
related	3542
related	3342
related	2997
related	3382
related	3395
related	3270
related	3193
related	3692
related	3799
related	3257
related	3349
related	3072
related	3352
related	3336
related	3085
related	3303
related	3478
related	3345
related	2413
related	3300
related	3214
related	3280
related	2863
related	4257
related	3374
related	3418
related	3520
related	3324
related	3317
related	3453
related	4423
related	3277
related	3564
related	3522
related	3520
related	3100
related	4089
related	3307
related	3417
related	3142
related	2974
related	3432
related	3223
related	3376
related	3589
related	2961
related	3225
related	3195
related	3124
related	4509
related	3168
related	2929
related	3156
related	3365
related	3481
related	3329
related	3480
related	3116
related	3419
related	3184
related	4269
related	3338
related	3279
related	3447
related	3616
related	3481
related	2696
related	3250
related	2615
related	4030
related	3362
related	3446
related	2712
related	2503
related	3391
related	3530
related	3373
related	3507
related	3437
related	3425
related	3534
related	3635
related	3440
related	3365
related	3287
related	3323
related	3372
related	3137
related	2969
related	2806
related	3152
related	3400
related	3064
related	3204
related	3228
related	3307
related	3073
related	3134
related	2631
related	2780
related	3204
related	3297
related	3339
related	3360
related	3320
related	3537
related	3820
related	3572
related	3290
related	3445
related	3066
related	3374
related	3247
related	3219
related	3023
related	3270
related	3197
related	3386
related	3327
related	2993
related	3201
related	3341
related	3608
related	3543
related	3667
related	3232
related	3294
related	3655
related	3021
related	3531
related	2955
related	2898
related	3201
related	4384
related	3538
related	2644
related	2982
related	3485
related	3400
related	2987
related	4439
related	3151
related	3286
related	3234
related	3398
related	3641
related	3823
related	3261
related	3240
related	3382
related	3550
related	3575
related	2900
related	2154
related	3405
related	3197
related	3400
related	3179
related	3528
related	3245
